ANOMES,ANOEXERCICIO,MES,NOMEORGAO,CNPJORGAO,TIPOADMINISTRACAO,TIPOPODER,RECEITAPREVISTAATUALIZADA,NATUREZARECEITA,RECEITAREALIZADA
201401,2014,Jan,"FUNDO PENINT. ESTADUAL - FUNPES",10879198000189,Direta,Executivo,18166.66,ALUGUEIS,25662.760000000002
201401,2014,Jan,"FUNDO DE FOMENTO A MINERACAO",3609406000164,Direta,Executivo,,"AMORTIZACAO DE EMPRESTIMOS",0.0
201401,2014,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,50916.67,"AMORTIZACAO DE EMPRESTIMOS - FOMENTAR",69245.81
201401,2014,Jan,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",,N/A,N/A,134583.33000000002,"AMORTIZACAO DE EMPRESTIMOS - PRODUZIR",413324.8
201401,2014,Jan,"ESTADO DE GOIAS",,N/A,N/A,193583.33000000002,"AMORTIZACAO DE FINANCIAMENTOS DIVERSOS",482570.61
201401,2014,Jan,FUNPRODUZIR,4352350000178,Direta,Executivo,134583.33000000002,"AMORTIZACAO DE FINANCIAMENTOS DIVERSOS",413324.8
201401,2014,Jan,"ESTADO DE GOIAS",,N/A,N/A,,"AMORTIZAÇÃO DE EMPRESTIMOS",0.0
201401,2014,Jan,"ESTADO DE GOIAS",,N/A,N/A,,"AMORTIZAÇÃO DE EMPRÉSTIMOS - FUNMINERAL",0.0
201401,2014,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,,"AMORTIZAÇÃO DE EMPRÉSTIMOS - FUNMINERAL",0.0
201401,2014,Jan,"FUNDO ESPECIAL DE SAUDE - FUNESA",544963000156,Direta,Executivo,1819833.33,"ASSISTENCIA FARMACEUTICA",
201401,2014,Jan,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",,N/A,N/A,10000.0,"ATENÇÃO BÁSICA",22680.0
201401,2014,Jan,"ESTADO DE GOIAS",,N/A,N/A,4026833.33,"ATENÇÃO DE MAC. AMBULATORIAL E HOSPITALAR",4236211.69
201401,2014,Jan,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",,N/A,N/A,4026833.33,"ATENÇÃO DE MAC. AMBULATORIAL E HOSPITALAR",4236211.69
201401,2014,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,4026833.33,"ATENÇÃO DE MAC. AMBULATORIAL E HOSPITALAR",4236211.69
201401,2014,Jan,"FUNDO ESTADUAL DE SAUDE- FES",544963000156,Direta,Executivo,4026833.33,"ATENÇÃO DE MAC. AMBULATORIAL E HOSPITALAR",4236211.69
201401,2014,Jan,"ESTADO DE GOIAS - TESOURO ESTADUAL",1409655000180,N/A,Executivo,166.67000000000002,"ATUALIZACAO MONETARIA DE ORIGEM NAO TRIBUTARIA",0.0
201401,2014,Jan,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",,N/A,N/A,,"ATUALIZAÇÃO MONETÁRIA DA DIVIDA ATIVA NÃO TRIBUTARIA DE OUTRAS RECEITAS - PRINCIPAL",0.0
201401,2014,Jan,"ESTADO DE GOIAS - PODER LEGISLATIVO",,N/A,N/A,,"ATUALIZAÇÃO MONETÁRIA DA DIVIDA ATIVA NÃO TRIBUTARIA DE OUTRAS RECEITAS - PRINCIPAL",0.0
201401,2014,Jan,"FUNDO ESP. DE REAPARELHAMENTO DO T.C.M.",6881263000133,Direta,Legislativo,,"ATUALIZAÇÃO MONETÁRIA DA DIVIDA ATIVA NÃO TRIBUTARIA DE OUTRAS RECEITAS - PRINCIPAL",0.0
201401,2014,Jan,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",,N/A,N/A,250.0,"ATUALIZAçÂO MONETÁRIA DE OUTROS TRIBUTOS DA DÍVIDA ATIVA - PRINCIPAL",770.16
201401,2014,Jan,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",,N/A,N/A,1022666.67,"BLOCO DE INVESTIMENTOS NA REDE DE SERVIÇOS DE SAUDE",736000.0
201401,2014,Jan,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",,N/A,N/A,6927250.0,"BOLSA GARANTIA FOMENTAR",6379968.92
201401,2014,Jan,EMATER,13232306000115,Indireta,Executivo,87500.0,"COMERCIALIZAÇÃO DE OUTROS PRODUTOS VEGETAIS",2520.0
201401,2014,Jan,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",,N/A,N/A,1833333.33,"COMPENSACAO FINANCEIRA PREVIDENCIARIA",0.0
201401,2014,Jan,"FUNDO FIN. PREV. MILITAR",18798607000124,Indireta,Executivo,83.33,"COMPENSACAO FINANCEIRA PREVIDENCIARIA",
201401,2014,Jan,"AGENCIA GOIANA DE ESPORTE E LAZER",5470294000139,Indireta,Executivo,101166.67,"CONCESSÃO DE EVENTOS ESPORTIVOS",11710.01
201401,2014,Jan,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,101166.67,"CONCESSÃO DE EVENTOS ESPORTIVOS",11710.01
201401,2014,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,,"CONTRATOS DIVIDA PUBLICA ESTADUAL EXTERNA",0.0
201401,2014,Jan,"ESTADO DE GOIAS",,N/A,N/A,,"CONTRATOS DIVIDA PÚBLICA ESTADUAL INTERN",1.25E8
201401,2014,Jan,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",,N/A,N/A,,"CONTRATOS DIVIDA PÚBLICA ESTADUAL INTERN",1.25E8
201401,2014,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,,"CONTRATOS DIVIDA PÚBLICA ESTADUAL INTERN",1.25E8
201401,2014,Jan,"ESTADO DE GOIAS - TESOURO ESTADUAL",1409655000180,N/A,Executivo,,"CONTRATOS DIVIDA PÚBLICA ESTADUAL INTERN",1.25E8
201401,2014,Jan,"ESTADO DE GOIAS",,N/A,N/A,4.172316667E7,"CONTRIBUICAO DE SERVIDOR ATIVO CIVIL",3.589171599E7
201401,2014,Jan,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,,"CONTRIBUICAO DE SERVIDOR ATIVO CIVIL",1.112669932E7
201401,2014,Jan,"FUNDO FIN. PREV. MILITAR",18798607000124,Indireta,Executivo,,"CONTRIBUICAO DE SERVIDOR ATIVO CIVIL",14038.11
201401,2014,Jan,"GOIÁS PREVIDÊNCIA",11991625000189,Indireta,Executivo,,"CONTRIBUICAO DE SERVIDOR ATIVO CIVIL",1.112669932E7
201401,2014,Jan,"FUNDO FIN. PREV. SERVIDOR",18867930000102,Indireta,Executivo,,"CONTRIBUICAO DE SERVIDOR ATIVO MILITAR",77747.55
201401,2014,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,191750.0,"CONTRIBUICAO PATRONAL - ATIVO CIVIL",204784.7
201401,2014,Jan,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,,"CONTRIBUICAO PATRONAL - ATIVO MILITAR",0.0
201401,2014,Jan,"FUNDO FIN. PREV. MILITAR",18798607000124,Indireta,Executivo,833.33,"CONTRIBUICAO PATRONAL - ATIVO MILITAR",0.0
201401,2014,Jan,"GOIÁS PREVIDÊNCIA",11991625000189,Indireta,Executivo,,"CONTRIBUICAO PATRONAL - ATIVO MILITAR",0.0
201401,2014,Jan,"FUNDO PREVIDENCIÁRIO",18867918000106,Indireta,Executivo,6666.67,"CONTRIBUICOES DE PENSIONISTA CIVIL",
201401,2014,Jan,"GOIÁS PREVIDÊNCIA",11991625000189,Indireta,Executivo,,"CONTRIBUICOES DE PENSIONISTA CIVIL",616202.58
201401,2014,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,1499666.67,"CONTRIBUICOES DE SERVID. INATIVO MILITAR",1240317.8
201401,2014,Jan,"FUNDO FIN. PREV. SERVIDOR",18867930000102,Indireta,Executivo,2823333.33,"CONTRIBUICOES DE SERVIDOR INATIVO CIVIL",3286191.7
201401,2014,Jan,"ESTADO DE GOIAS",,N/A,N/A,6.036458333E7,"CONTRIBUICOES PREVIDENCIARIAS DO REGIME PROPRIO",5.51639951E7
201401,2014,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,6.036458333E7,"CONTRIBUICOES PREVIDENCIARIAS DO REGIME PROPRIO",5.51639951E7
201401,2014,Jan,"FUNDO FIN. PREV. MILITAR",18798607000124,Indireta,Executivo,1.396633333E7,"CONTRIBUICOES PREVIDENCIARIAS DO REGIME PROPRIO",1.099158748E7
201401,2014,Jan,"FUNDO FIN. PREV. SERVIDOR",18867930000102,Indireta,Executivo,4.630116667E7,"CONTRIBUICOES PREVIDENCIARIAS DO REGIME PROPRIO",2.973485228E7
201401,2014,Jan,"GOIÁS PREVIDÊNCIA",11991625000189,Indireta,Executivo,,"CONTRIBUICOES PREVIDENCIARIAS DO REGIME PROPRIO",1.440579207E7
201401,2014,Jan,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,8.222508333E7,"CONTRIBUICOES SOCIAIS",6.420545293E7
201401,2014,Jan,"FUNDO EST. DA CRIANCA E DO ADOLESCENTE",37879913000130,Direta,Executivo,8750.0,"CONTRIBUICOES SOCIAIS",
201401,2014,Jan,"FUNDO PREVIDENCIÁRIO",18867918000106,Indireta,Executivo,97166.67,"CONTRIBUICOES SOCIAIS",31763.27
201401,2014,Jan,"GOIÁS PREVIDÊNCIA",11991625000189,Indireta,Executivo,,"CONTRIBUICOES SOCIAIS",1.440579207E7
201401,2014,Jan,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",,N/A,N/A,,"CONTRIBUIÇÃO DO FOMENTAR/PRODUZIR LEI Nº 18.360/2013",0.0
201401,2014,Jan,"ESTADO DE GOIAS",,N/A,N/A,3.464058334E7,"CONTRIBUIÇÃO PATRONAL - ATIVO CIVIL",5.585439948E7
201401,2014,Jan,"GOIÁS PREVIDÊNCIA",11991625000189,Indireta,Executivo,,"CONTRIBUIÇÃO PATRONAL - ATIVO CIVIL",8173289.68
201401,2014,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,1.416683334E7,"CONTRIBUIÇÃO PATRONAL - ATIVO MILITAR",1.963859454E7
201401,2014,Jan,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,,"CONTRIBUIÇÃO PATRONAL - ATIVO MILITAR",423935.86
201401,2014,Jan,"FUNDO FIN. PREV. SERVIDOR",18867930000102,Indireta,Executivo,3.480708333E7,"CONTRIBUIÇÕES PARA REGIME PRÓPRIO DE PREVIDÊNCIA DO SERVIDOR PÚBLICO",4.852765089E7
201401,2014,Jan,"GOIÁS PREVIDÊNCIA",11991625000189,Indireta,Executivo,,"CONTRIBUIÇÕES PARA REGIME PRÓPRIO DE PREVIDÊNCIA DO SERVIDOR PÚBLICO",9588380.59
201401,2014,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,4.897408333E7,"CONTRIBUIÇÕES SOCIAIS",7.719539226E7
201401,2014,Jan,"FUNDO FIN. PREV. MILITAR",18798607000124,Indireta,Executivo,1.416666667E7,"CONTRIBUIÇÕES SOCIAIS",1.905916358E7
201401,2014,Jan,"FUNDO FIN. PREV. SERVIDOR",18867930000102,Indireta,Executivo,3.480708333E7,"CONTRIBUIÇÕES SOCIAIS",4.852765089E7
201401,2014,Jan,"GOIÁS PREVIDÊNCIA",11991625000189,Indireta,Executivo,,"CONTRIBUIÇÕES SOCIAIS",9588380.59
201401,2014,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,8960166.67,"COTA - PARTE DA CONTRIBUICAO DO SALARIO EDUCACAO",1.724960216E7
201401,2014,Jan,"ESTADO DE GOIAS - TESOURO ESTADUAL",1409655000180,N/A,Executivo,,"COTA PARTE DA CONTRIBUIÇÃO DE INTERVENÇÃO NO DOMINIO ECONOMICO - CIDE",5747264.19
201401,2014,Jan,"ESTADO DE GOIAS",,N/A,N/A,7214333.33,"COTA PARTE DE COMPENSAÇÃO FINANCEIRA DE RECURSOS HÍDRICOS",0.0
201401,2014,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,7214333.33,"COTA PARTE DE COMPENSAÇÃO FINANCEIRA DE RECURSOS HÍDRICOS",0.0
201401,2014,Jan,"ESTADO DE GOIAS",,N/A,N/A,2129750.0,"COTA-PARTE DA COMPENSACAO FINANCEIRA DE RECURSOS MINERAIS",1458095.59
201401,2014,Jan,"ESTADO DE GOIAS - TESOURO ESTADUAL",1409655000180,N/A,Executivo,2129750.0,"COTA-PARTE DA COMPENSACAO FINANCEIRA DE RECURSOS MINERAIS",1458095.59
201401,2014,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,1.6547616667E8,"COTA-PARTE DO FUNDO DE PARTICIPACAO DOS ESTADOS E DO DISTRITO FEDERAL",2.1718658568E8
201401,2014,Jan,"ESTADO DE GOIAS",,N/A,N/A,664916.67,"COTA-PARTE DO FUNDO ESPECIAL DO PETROLEO - FEP",665659.16
201401,2014,Jan,"ESTADO DE GOIAS - TESOURO ESTADUAL",1409655000180,N/A,Executivo,664916.67,"COTA-PARTE DO FUNDO ESPECIAL DO PETROLEO - FEP",665659.16
201401,2014,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,83.33,"COTA-PARTE DO IMPOSTO S/OPERACOES DE CREDITO, CAMBIO E SEGURO OU RELATIVAS A TITULOS OU VALORES MOBILIARIOS - COMERCIALI",0.0
201401,2014,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,-4.9930550001E8,"DEDUCAO DA RECEITA TRIBUTARIA",-4.0582754636E8
201401,2014,Jan,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,-2.425608334E7,"DEDUCAO DA RECEITA TRIBUTARIA",-1769090.05
201401,2014,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,-325333.33,"DEDUCAO DA TRANSF. FINANCEIRA DO ICMS DESON. L.C. Nº 87/96 P/ FORMACAO DO FUNDEB",-325338.0
201401,2014,Jan,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",,N/A,N/A,-3.309525E7,"DEDUCAO DE RECEITA DO FPE PARA FORMAÇÃO DO FUNDEB",-4.343731712E7
201401,2014,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,-3.309525E7,"DEDUCAO DE RECEITA DO FPE PARA FORMAÇÃO DO FUNDEB",-4.343731712E7
201401,2014,Jan,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",,N/A,N/A,-1115333.33,"DEDUCAO DE RECEITA IPI EXPORTAÇÃO PARA FORMAÇÃO DO FUNDEB",-1419941.1099999999
201401,2014,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,-2832916.67,"DEDUÇAO DA RECEITA DE ITCD P/ FORMAÇÃO DO FUNDEB",-1764054.42
201401,2014,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,-2832916.67,"DEDUÇAO DE RECEITA DE ITCD",-1765740.9500000002
201401,2014,Jan,"AG.GOIANA DE DESENV. RURAL E FUNDIARIO",3521741000106,Indireta,Executivo,-22000.0,"DEDUÇÃO DA RECEITA AGROPECUÁRIA",
201401,2014,Jan,"AG.GOIANA DE DESENV. RURAL E FUNDIARIO",3521741000106,Indireta,Executivo,-117000.0,"DEDUÇÃO DA RECEITA CORRENTE",
201401,2014,Jan,"DEP. EST. DE TRÂNSITO DE GOIÁS- DETRAN",2872448000120,Indireta,Executivo,-2.59705E7,"DEDUÇÃO DA RECEITA CORRENTE",-1077233.56
201401,2014,Jan,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",,N/A,N/A,-1.012175E7,"DEDUÇÃO DA RECEITA CORRENTE",-3170865.38
201401,2014,Jan,"GOIÁS PREVIDÊNCIA",11991625000189,Indireta,Executivo,,"DEDUÇÃO DA RECEITA CORRENTE",-1.410066869E7
201401,2014,Jan,"JUNTA COMERCIAL EST. GOIÁS - JUCEG",2088698000174,Indireta,Executivo,,"DEDUÇÃO DA RECEITA CORRENTE",-307380.28
201401,2014,Jan,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,-1500.0,"DEDUÇÃO DA RECEITA DA PRODUÇÃO ANIMAL E DERIVADOS",
201401,2014,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,-83.33,"DEDUÇÃO DA RECEITA DA PRODUÇÃO ANIMAL E DERIVADOS DE GRANDE PORTE",
201401,2014,Jan,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,-83.33,"DEDUÇÃO DA RECEITA DA PRODUÇÃO ANIMAL E DERIVADOS DE GRANDE PORTE",
201401,2014,Jan,"ESTADO DE GOIAS",,N/A,N/A,-333.33,"DEDUÇÃO DA RECEITA DA PRODUÇÃO ANIMAL E DERIVADOS DE MÉDIO PORTE",
201401,2014,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,-333.33,"DEDUÇÃO DA RECEITA DA PRODUÇÃO ANIMAL E DERIVADOS DE MÉDIO PORTE",
201401,2014,Jan,"AG.GOIANA DE DESENV. RURAL E FUNDIARIO",3521741000106,Indireta,Executivo,-333.33,"DEDUÇÃO DA RECEITA DA PRODUÇÃO ANIMAL E DERIVADOS DE PEQUENO PORTE",
201401,2014,Jan,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,-333.33,"DEDUÇÃO DA RECEITA DA PRODUÇÃO ANIMAL E DERIVADOS DE PEQUENO PORTE",
201401,2014,Jan,"AG.GOIANA DE DESENV. RURAL E FUNDIARIO",3521741000106,Indireta,Executivo,-17500.0,"DEDUÇÃO DA RECEITA DA PRODUÇÃO VEGETAL",
201401,2014,Jan,EMATER,13232306000115,Indireta,Executivo,-17500.0,"DEDUÇÃO DA RECEITA DA PRODUÇÃO VEGETAL",
201401,2014,Jan,EMATER,13232306000115,Indireta,Executivo,-35000.0,"DEDUÇÃO DA RECEITA DE COMERCIALIZAÇÃO DE OUTROS PRODUTOS VEGETAIS",
201401,2014,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,-35000.0,"DEDUÇÃO DA RECEITA DE COMERCIALIZAÇÃO DE OUTROS PRODUTOS VEGETAIS",
201401,2014,Jan,EMATER,13232306000115,Indireta,Executivo,-833.33,"DEDUÇÃO DA RECEITA DE COMERCIALIZAÇÃO DE REFUGOS",
201401,2014,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,-16666.670000000002,"DEDUÇÃO DA RECEITA DE COMERCIALIZAÇÃO DE SEMENTES E MUDAS",
201401,2014,Jan,"ESTADO DE GOIAS",,N/A,N/A,-4.320866667E7,"DEDUÇÃO DA RECEITA DE IPVA",-2.109013292E7
201401,2014,Jan,"ESTADO DE GOIAS",,N/A,N/A,-3750.0,"DEDUÇÃO DA RECEITA DE ROYALTIES DA COMERCIALIZAÇÃO DE CULTIVARES",
201401,2014,Jan,"AG.GOIANA DE DESENV. RURAL E FUNDIARIO",3521741000106,Indireta,Executivo,-30000.0,"DEDUÇÃO DA RECEITA DE SERVIÇOS DE CONSULTORIA, ASSISTÊNCIA TÉCNICA E ANÁLISE DE PROJETOS - APLICAÇÕES LIVRES",
201401,2014,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,-17333.34,"DEDUÇÃO DA RECEITA DE SERVIÇOS DE HOSPEDAGEM E ALIMENTAÇÃO",
201401,2014,Jan,"ESTADO DE GOIAS - TESOURO ESTADUAL",1409655000180,N/A,Executivo,-2.6180383333E8,"DEDUÇÃO DA RECEITA DE TRANSFERENCIAS CONTITUCIONAIS AOS MUNICIPIOS - ICMS",-2.3669314444E8
201401,2014,Jan,"ESTADO DE GOIAS",,N/A,N/A,-3.600725E7,"DEDUÇÃO DA RECEITA DE TRANSFERENCIAS CONTITUCIONAIS AOS MUNICIPIOS - IPVA",-1.755828522E7
201401,2014,Jan,"ESTADO DE GOIAS",,N/A,N/A,,"DEDUÇÃO DAS CONTRIBUIÇÕES PREVIDENCIARIAS DO REGIME PROPRIO",-1.498693006E7
201401,2014,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,,"DEDUÇÃO DAS CONTRIBUIÇÕES SOCIAIS",-1.498693006E7
201401,2014,Jan,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,,"DEDUÇÃO DAS CONTRIBUIÇÕES SOCIAIS",-1.410066869E7
201401,2014,Jan,"ESTADO DE GOIAS",,N/A,N/A,-3.421058333E7,"DEDUÇÃO DAS PARTICIPAÇÕES NA RECEITA DA UNIAO",-4.866064281E7
201401,2014,Jan,"FUNDO PENINT. ESTADUAL - FUNPES",10879198000189,Direta,Executivo,,"DEDUÇÃO DAS RECEITAS DE ALUGUEIS",0.0
201401,2014,Jan,"ESTADO DE GOIAS",,N/A,N/A,,"DEDUÇÃO DAS RECEITAS DE CAPITAL",0.0
201401,2014,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,,"DEDUÇÃO DAS RECEITAS DE CAPITAL",0.0
201401,2014,Jan,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",,N/A,N/A,,"DEDUÇÃO DAS RECEITAS DE CONTRIBUIÇÕES",-886261.37
201401,2014,Jan,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",,N/A,N/A,-5968083.33,"DEDUÇÃO DAS RECEITAS DE ICMS",0.0
201401,2014,Jan,"PROTEGE GOIAS",6084202000145,Direta,Executivo,-5968083.33,"DEDUÇÃO DAS RECEITAS DE ICMS",0.0
201401,2014,Jan,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",,N/A,N/A,-5968083.33,"DEDUÇÃO DAS RECEITAS DE IMPOSTOS S/ PRODUÇÃO E CIRCULAÇÃO",0.0
201401,2014,Jan,"FUNDO SOCIAL DE LOTERIA",4354889000166,Direta,Executivo,-5968083.33,"DEDUÇÃO DAS RECEITAS DE IMPOSTOS S/ PRODUÇÃO E CIRCULAÇÃO",
201401,2014,Jan,"PROTEGE GOIAS",6084202000145,Direta,Executivo,-5968083.33,"DEDUÇÃO DAS RECEITAS DE IMPOSTOS S/ PRODUÇÃO E CIRCULAÇÃO",0.0
